MaPhim,TenPhim,TenPhimHienThi,TenGoc,TenPhimTiengAnh,TenPhimHienThiCuoi,TomTatNoiDung,TomTatNoiDungTiengAnh,CauGioiThieu,TrangThai,PhimNguoiLon,NgonNguGoc,TrangChu,MaIMDb,MaIMDbAPI,DuongDanPoster,DuongDanAnhNen,CanBoSungTenTiengAnh,DaBoSungTuAPI,NguonBoSung
585077,Children of the Sea,Children of the Sea,海獣の子供,,Children of the Sea,"Ruka is a young girl whose parents are separated and whose father works in an aquarium. When two boys, Umi and Sora, who were raised in the sea by dugongs, are brought to the aquarium, Ruka feels drawn to them and begins to realize that she has the same sort of supernatural connection to the ocean that they do. Umi and Sora's special power seems to be connected to strange events that have been occurring more and more frequently, such as the appearance of sea creatures far from their home territory and the disappearance of aquarium animals around the world. However, the exact nature of the boys' power and of the abnormal events is unknown, and Ruka gets drawn into investigating the mystery that surrounds her new friends.",,,Released,False,ja,,tt9850064,,/2QKNREj8xPHShu993QAySoGDCwu.jpg,/cmhFNYj44X0TZAsdsv50z7L1qne.jpg,False,False,
571785,Time to Hunt,Time to Hunt,사냥의 시간,,Time to Hunt,"Four young men want to leave their dystopian world behind and go to a distant paradise to execute a money robbery, a daring act that will have unexpected consequences.",,,Released,False,ko,,tt11777040,,/bkuuvDoPkOJpg0ZDzHkUWt8ZG5A.jpg,/a8ppJJIQmEJcLSFfhxupc4aT4KW.jpg,False,False,
187022,A Touch of Sin,A Touch of Sin,天注定,,A Touch of Sin,Four independent stories set in modern China about random acts of violence.,,,Released,False,zh,http://atouchofsin.com/,tt2852400,,/6I6XVBrUYBWPDPMdk647VvTSNqx.jpg,/h2gBrCEG6p38rFphJp7i5OBwF29.jpg,False,False,
435366,Fabricated City,Fabricated City,조작된 도시,,Fabricated City,"In real life, Kwon Yoo is unemployed, but in the virtual game world he is the best leader. Kwon Yoo is then framed for a murder. With the help of hacker Yeo-Wool, he tries to uncover the truth behind the murder case.",,Enter virtually. Reset reality.,Released,False,ko,,tt6399158,,/8tE4MhhuWHize6pNyxAtakUyNZc.jpg,/kGXcaCc1RP7v7dQayNgzrn1Fb0J.jpg,False,False,
15859,A Moment to Remember,A Moment to Remember,내 머리 속의 지우개,,A Moment to Remember,A young couple's love is tested when Sun-jin is diagnosed with a rare form of Alzheimer's disease.,,"Everything passes away, but I wish I could remember my love forever.",Released,False,ko,,tt0428870,,/s9ulpxLbkeJTTYxqLVUl6PreLGN.jpg,/cYR0Hjngnim3ki8o4IjMLJgLMyB.jpg,False,False,
35138,Little Big Soldier,Little Big Soldier,大兵小将,,Little Big Soldier,"The story of a farmer forced into conscription, who has been looking to get out of the army ever since. His great chance arrives when he stumbles upon a wounded general from an enemy state, and he kidnaps him, intending to claim credit for the capture, which includes five ""mu"" of land, and most importantly, honorable discharge from the army.",,,Released,False,zh,,tt1319718,,/uCSQnopQPIw58RKTfzoRYxq9It5.jpg,/5JuDXCqUOQRvUh5D0kmA3Ubys9W.jpg,False,False,
441393,Ash Is Purest White,Ash Is Purest White,江湖儿女,,Ash Is Purest White,"Set in China's underworld, this tale of love and betrayal follows a dancer who fired a gun to protect her mobster boyfriend during a fight. On release from prison 5 years later, she sets out to find him.",,,Released,False,zh,,tt7298400,,/l6UkF23uWkO25x7UEMnT0H4R5GR.jpg,/hyrlqRHhxxSEKjj10e0Xtbcmzwc.jpg,False,False,
47909,Poetry,Poetry,시,,Poetry,A sexagenarian South Korean woman enrolls in a poetry class as she grapples with her faltering memory and her grandson's appalling wrongdoing.,,,Released,False,ko,http://diaphana.fr/film/poetry,tt1287878,,/dcefUQ0AIgRvkh9DS76tvetzxc2.jpg,/vud2jVDTLWLuaL0UXH4NQjPU3DO.jpg,False,False,
14310,Infernal Affairs III,Infernal Affairs III,無間道III: 終極無間,,Infernal Affairs III,"While Yeung Kam Wing is trying to remove all connections between the mob and him, his actions are being carefully observed by Lau Kin Ming, who bears a personal grudge against him.",,The Ultimate Showdown.,Released,False,zh,,tt0374339,,/6Uo3UK5qgusrOtamSWBQNavQ99Q.jpg,/uc3bIjaCOg54OG9ueviajNYHMTZ.jpg,False,False,
408266,Birth of the Dragon,Birth of the Dragon,Birth of the Dragon,,Birth of the Dragon,"Set against the backdrop of San Francisco’s Chinatown, this cross-cultural biopic chronicles Bruce Lee’s emergence as a martial-arts superstar after his legendary secret showdown with fellow martial artist Wong Jack Man.",,The Fight That Created The Legend,Released,False,en,,tt2720826,,/a7HY9butbuO8XwB3uBxQ98MBxd4.jpg,/sny1LWyTfB4NSHXjWvwrKBABacN.jpg,False,False,
333667,Rock Dog,Rock Dog,Rock Dog,,Rock Dog,"When a radio falls from the sky into the hands of a wide-eyed Tibetan Mastiff, he leaves home to fulfill his dream of becoming a musician, setting into motion a series of completely unexpected events.",,A new breed of rock star,Released,False,en,http://www.rockdogmovie.com/,tt2822672,,/7RXi2afiNJGU8EB79SD8HYoSz4O.jpg,/vHiTIgoIoF1rjnjeC4n3qYaZ7Ua.jpg,False,False,
140212,Confession of Murder,Confession of Murder,내가 살인범이다,,Confession of Murder,"A serial killer reappears 15 years after his murder spree with a book detailing his crimes. The resentful cop who failed to catch him before is assigned to protect him. The families of the victims plan revenge. And as the media circus spirals out of control, a masked man called ""J"" appears claiming to be the real killer.",,He'll kill to be famous.,Released,False,ko,http://www.murderer.co.kr,tt2468774,,/aA2WdIhq7e3grXFg6FZemRvbAIM.jpg,/zfC6I4v7OQw5crVsl3DMA0BLgbj.jpg,False,False,
795607,Green Snake,Green Snake,白蛇 II: 青蛇劫起,,Green Snake,"While trying to free her sister from Fahai's clutches, Xiao Qing winds up in a dystopian city and meets a mysterious man who can't recall his past life.",,Dependence arises from the previous life.,Released,False,zh,https://www.netflix.com/title/81504698,tt15000314,,/1zs5zsQDP5KuWwxIg9EUULLFEV.jpg,/5QWHHjwIPoaJYHNVL0D00bxDUUC.jpg,False,False,
626872,Emergency Declaration,Emergency Declaration,비상선언,,Emergency Declaration,"While investigating a terroristic threat that goes viral online, Korean authorities discover that a suspect has recently boarded an international flight bound for the United States. When a healthy passenger on the same flight suddenly dies a gruesome death of unknown cause, panic erupts both in-flight and on the ground. With steadily decreasing fuel and international refusals to offer aid, the captain and crew will be forced to take unprecedented emergency measures in an attempt to save the lives of their passengers.",,Take your seat.,Released,False,ko,https://showbox.co.kr/En/Lineup/Detail?ck_year=2020&mvcode=JU200165,tt11535228,,/h7kaQG5MbraSLibOuTpo0gtMxRz.jpg,/7RUT5tGL1tBwbQajk6e9aE3zuwM.jpg,False,False,
452015,Psychokinesis,Psychokinesis,염력,,Psychokinesis,"An ordinary guy suddenly finds he has superpowers he can use to help his spirited daughter and the people around them, but he also runs into trouble in the process.",,,Released,False,ko,,tt6890582,,/tyTAYYWHyfDcAXYmNa0ifm1JrD.jpg,/53rHETjQOfCSajPki5HGfd3FQtG.jpg,False,False,
811634,The Monkey King: Reborn,The Monkey King: Reborn,西游记之再世妖王,,The Monkey King: Reborn,"When the irritable monkey king visits a temple together with his master Tang Monk, he feels offended because of a trifle and thereupon accidentally destroys a magic tree growing on the sacred ground. This brings an ancient demon king back to life, who promptly kidnaps Tang Monk to take revenge for his long imprisonment. The monkey king and his followers have only three days to not only save their master but also to prevent the demon king from regaining his full powers and destroying the world…",,The final showdown.,Released,False,zh,http://www.wellgousa.com/films/the-monkey-king-reborn,tt14391088,,/67YXOoKGODyGvJXfXzVmgHNXYh8.jpg,/tv2xJzlQfwTHHls2ze8UeSheWgv.jpg,False,False,
8198,The Quiet American,The Quiet American,The Quiet American,,The Quiet American,"In early 1950s Vietnam, a young American becomes entangled in a dangerous love triangle when he falls for the beautiful mistress of a British journalist. As war is waged around them, the trio sinks deeper into a world of drugs, passion, and betrayal where nothing is as it seems.",,"In war, the most powerful weapon is seduction.",Released,False,en,,tt0258068,,/eaSU6IiBWq8mS1KZqHhRhhJ1NeN.jpg,/fay6quwuE1sqGJ7R9I2PH5SNmTn.jpg,False,False,
124157,The Thieves,The Thieves,도둑들,,The Thieves,"A gang of South Korean thieves team up with a Hong Kong crew to steal a diamond necklace from a heavily-guarded casino safe in Macau. As the cops close in, old betrayals — and misunderstandings — resurface.",,All For The Money. One For The Revenge. Every Man For Himself.,Released,False,ko,,tt2330866,,/eYJihoMqME80tp9uJIpIlRF9RI0.jpg,/h1vNqJzPCTPg9Hhfxtv2XdE6Pna.jpg,False,False,
432836,Memoir of a Murderer,Memoir of a Murderer,살인자의 기억법,,Memoir of a Murderer,A former serial killer with Alzheimer's fights to protect his daughter from her mysterious boyfriend who may be a serial killer too.,,Memories can deceive you.,Released,False,ko,,tt5729348,,/nnaBFDUCiv6BjWaVHNsIqsh4UCi.jpg,/nZsBcn0SLhHCCNjbewJ9M16xH4S.jpg,False,False,
799379,Project Wolf Hunting,Project Wolf Hunting,늑대사냥,,Project Wolf Hunting,"While under heavily armed guard, the dangerous convicts aboard a cargo ship unite in a coordinated escape attempt that soon escalates into a bloody, all-out riot. But as the fugitives continue their brutal campaign of terror, they soon discover that not even the most vicious among them is safe from the horror they unknowingly unleashed from the darkness below deck.",,A floating hell with no escape.,Released,False,ko,,tt15575470,,/dniWicB6fa7NvpGbguxWlNPMc5f.jpg,/xkXsV1WOiKfAJ6dzXiavdwsZ3E2.jpg,False,False,
467824,Illang: The Wolf Brigade,Illang: The Wolf Brigade,인랑,,Illang: The Wolf Brigade,"In 2029, an elite police squad combats an anti-reunification terrorist group while another enemy lurks nearby.",,,Released,False,ko,,tt3967878,,/71JMWqNDRz2Au59JYosfn5W8nuS.jpg,/CX9O14p4SsAG8nz0BFhaDTSKH1.jpg,False,False,
