MaPhim,TenPhim,DiemDanhGiaTB,SoLuotDanhGia,TrangThai,NgayPhatHanh,DoanhThu,ThoiLuong,PhimNguoiLon,DuongDanAnhNen,NganSach,TrangChu,MaIMDb,NgonNguGoc,TenGoc,TomTatNoiDung,DoPhoBien,DuongDanPoster,CauGioiThieu,TheLoai,CongTySanXuat,QuocGiaSanXuat,NgonNguDuocNoi,TuKhoa,QuocGiaDuocChon,QuocGiaDuocChonText,QuocGiaChinh,NamPhatHanh,TenPhimHienThi,CanBoSungTenTiengAnh,DuSoLuotDanhGia,CoDoanhThu,CoNganSach,ThoiLuongBatThuong,TenPhimTiengAnh,TomTatNoiDungTiengAnh,ThoiLuongAPI,NganSachAPI,DoanhThuAPI,MaIMDbAPI,DaBoSungTuAPI,NguonBoSung,ThoiDiemBoSung,TenPhimHienThiCuoi,ThoiLuongPhanTich,NguonThoiLuong,NganSachPhanTich,NguonNganSach,DoanhThuPhanTich,NguonDoanhThu
290859,Terminator: Dark Fate,6.455,4652,Released,2019-10-23,261119292.0,128.0,False,/a6cDxdwaQIFjSkXf7uskg78ZyTq.jpg,185000000.0,https://www.paramountmovies.com/movies/terminator-dark-fate,tt6450804,en,Terminator: Dark Fate,"Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet.",39.447,/vqzNJRH4YyquRiWxCCOH0aXggHI.jpg,Welcome to the day after judgement day,"Science Fiction, Action","Lightstorm Entertainment, Skydance, 20th Century Fox, Paramount, Tencent Pictures, TSG Entertainment, Ministry of Finance of Spain, Ministerio de Cultura, Hungarian National Film Fund, Mid Atlantic Films","China, Hungary, Spain, United States of America","English, Spanish","helicopter, mexico city, mexico, artificial intelligence (a.i.), cyborg, dystopia, time travel, sequel, plane crash, terminator",['China'],China,China,2019,Terminator: Dark Fate,False,True,True,True,False,,,,,,,False,,,Terminator: Dark Fate,128,Goc,185000000,Goc,261119292,Goc
290595,The Huntsman: Winter's War,6.288,4573,Released,2016-04-06,164989338.0,114.0,False,/4kCDWJhceLHwPbRWd9uTR8bJpLz.jpg,115000000.0,http://www.thehuntsmanmovie.com/,tt2381991,en,The Huntsman: Winter's War,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",23.024,/cjAGYsTPmmhZOwzrgon0Drpu43K.jpg,The story before Snow White,"Action, Adventure, Drama","Roth Films, Universal Pictures, Perfect World Pictures","China, United States of America",English,"witch, strong woman, magic, fairy tale, female soldier, female empowerment, huntsman, wicked woman, live action remake",['China'],China,China,2016,The Huntsman: Winter's War,False,True,True,True,False,,,,,,,False,,,The Huntsman: Winter's War,114,Goc,115000000,Goc,164989338,Goc
343611,Jack Reacher: Never Go Back,5.945,4489,Released,2016-10-19,162146076.0,118.0,False,/ww1eIoywghjoMzRLRIcbJLuKnJH.jpg,60000000.0,,tt3393786,en,Jack Reacher: Never Go Back,"When Major Susan Turner is arrested for treason, ex-investigator Jack Reacher undertakes the challenging task to prove her innocence and ends up exposing a shocking conspiracy.",57.904,/cOg3UT2NYWHZxp41vpxAnVCOC4M.jpg,Justice is Coming.,"Action, Thriller","Skydance, Huahua Media, Shanghai Film Group, TC Productions, Paramount","China, United States of America",English,"based on novel or book, homicide, falsely accused, opium, new orleans, louisiana, sequel, false accusations, hdd",['China'],China,China,2016,Jack Reacher: Never Go Back,False,True,True,True,False,,,,,,,False,,,Jack Reacher: Never Go Back,118,Goc,60000000,Goc,162146076,Goc
479455,Men in Black: International,5.937,4478,Released,2019-06-12,253890701.0,115.0,False,/2FYzxgLNuNVwncilzUeCGbOQzP7.jpg,110000000.0,https://www.meninblack.com,tt2283336,en,Men in Black: International,"The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest, most global threat to date: a mole in the Men in Black organization.",24.845,/dPrUPFcgLfNbmDL8V69vcrTyEfb.jpg,The universe is expanding,"Comedy, Science Fiction, Action","Amblin Entertainment, Parkes+MacDonald Image Nation, Columbia Pictures, Tencent Pictures","China, United States of America","French, English","london, england, paris, france, secret organization, sahara desert, based on comic, sequel, co-workers relationship, alien invasion, brooklyn, new york city, eiffel tower, paris, buddy cop, alien friendship, weapons trafficking, marrakesh, morocco",['China'],China,China,2019,Men in Black: International,False,True,True,True,False,,,,,,,False,,,Men in Black: International,115,Goc,110000000,Goc,253890701,Goc
369885,Allied,6.8,4251,Released,2016-11-17,119520023.0,124.0,False,/gMssbddpo4thHGHMpQEZC00Sq9.jpg,85000000.0,http://www.alliedmovie.com/,tt3640424,en,Allied,"In 1942, an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",13.298,/sV4lXM32quwminL3TP36nlNPp7Q.jpg,The enemy is listening.,"Action, Drama, War, Romance, Thriller","Paramount, GK Films, ImageMovers, Huahua Media","China, United States of America, United Kingdom","Arabic, English, French, German","nazi, resistance, spy, world war ii, past, love, couple, north africa, 1940s, french woman",['China'],China,China,2016,Allied,False,True,True,True,False,,,,,,,False,,,Allied,124,Goc,85000000,Goc,119520023,Goc
1735,The Mummy: Tomb of the Dragon Emperor,5.469,4121,Released,2008-07-01,403449830.0,112.0,False,/z1btePhD1jIDLbjy5OCnO0KVf5O.jpg,145000000.0,http://www.themummy.com/,tt0859163,en,The Mummy: Tomb of the Dragon Emperor,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",34.964,/A3acM1lX5PNWQa6r5qeMAJOxbnT.jpg,A New Evil Awakens.,"Adventure, Action, Fantasy","Universal Pictures, Relativity Media, Sommers Company, The, Alphaville Films, Beijing Happy Pictures, China Film Co-Production Corporation, Giant Studios, Hivemind, Internationale Filmproduktion Blackbird Dritte, Nowita Pictures, Shanghai Film Group, Edko Films","Canada, China, Germany, Hong Kong, United States of America","English, Mandarin, Sanskrit","china, sword, pyramid, mummy, yeti, chinese emperor, tomb, great wall of china, terracotta army, 1940s, 3rd century bc",['China'],China,China,2008,The Mummy: Tomb of the Dragon Emperor,False,True,True,True,False,,,,,,,False,,,The Mummy: Tomb of the Dragon Emperor,112,Goc,145000000,Goc,403449830,Goc
387426,Okja,7.389,3999,Released,2017-06-28,,122.0,False,/qkLZoJ1h998eJEmbuHGPCKZF0y7.jpg,50000000.0,http://www.netflix.com/title/80091936,tt3967856,en,Okja,"A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja.",18.143,/pHlRr2MfjK77VIIAO7p0R4jhsJI.jpg,,"Adventure, Drama, Science Fiction, Fantasy","Kate Street Picture Company, Plan B Entertainment, Lewis Pictures, Next Entertainment World","South Korea, United States of America","English, Spanish, Korean","new york city, monster, slaughterhouse, east asian lead, twins, environmentalist, aftercreditsstinger, animal liberation, live action and animation, zoologist, korean, meat industry, seoul, south korea",['South Korea'],South Korea,South Korea,2017,Okja,False,True,False,True,False,,,,,,,False,,,Okja,122,Goc,50000000,Goc,,Khong co
639933,The Northman,7.1,3589,Released,2022-04-07,69633110.0,137.0,False,/tnXCawKBfoMYStSaabtd84MH1Lc.jpg,70000000.0,https://www.focusfeatures.com/the-northman,tt11138512,en,The Northman,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",53.571,/aSSJMnHknzKjlZ6zybwD7eyJ4Po.jpg,Conquer your fate.,"Action, Adventure, Fantasy","New Regency Pictures, Focus Features, Perfect World Pictures, Square Peg","China, United States of America","English, Icelandic","father murder, sword, prince, gore, viking, iceland, death of father, northern ireland, sword fight, revenge, fate, king, brutality, hamlet, based on myths, legends or folklore, nordic, 10th century, viking age, muscular men, fantasy, graphic violence",['China'],China,China,2022,The Northman,False,True,True,True,False,,,,,,,False,,,The Northman,137,Goc,70000000,Goc,69633110,Goc
522938,Rambo: Last Blood,6.521,3535,Released,2019-09-19,91490353.0,89.0,False,/pAsZ0ifQwKTHVab8bCHHn2qtizE.jpg,50000000.0,https://rambo.movie,tt1206885,en,Rambo: Last Blood,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",46.016,/kTQ3J8oTTKofAVLYnds2cHUz9KO.jpg,Everyone has one more fight in them,"Action, Thriller, Drama","Millennium Media, Templeton Media, Campbell Grobman Films, Dadi Film Group, Balboa Productions","China, United States of America","English, Spanish","post-traumatic stress disorder (ptsd), arizona, human trafficking, sequel, father figure, last stand, horse ranch, mexican american border, revenge plot, mexican cartel",['China'],China,China,2019,Rambo: Last Blood,False,True,True,True,False,,,,,,,False,,,Rambo: Last Blood,89,Goc,50000000,Goc,91490353,Goc
14756,Ip Man,7.8,3444,Released,2008-12-12,22108789.0,106.0,False,/69QJSMkm5Hh0x9fLElZ8hjv5N4P.jpg,11715578.0,http://www.ipman-movie.com/,tt1220719,cn,葉問,"A semi-biographical account of Yip Man, the first martial arts master to teach the Chinese martial art of Wing Chun. The film focuses on events surrounding Ip that took place in the city of Foshan between the 1930s to 1940s during the Second Sino-Japanese War. Directed by Wilson Yip, the film stars Donnie Yen in the lead role, and features fight choreography by Sammo Hung.",14.247,/ggTTUXZg7trvAhsVj3eyd65bAnh.jpg,The celebrated Kung Fu master of Bruce Lee.,"Drama, Action, History","Mandarin Films, Golden Harvest Company, Beijing ShengShi HuaRei Film Investment & Management Co., China Film Co-Production Corporation, New Film Studio of Beijing Starlight International Media Co. Ltd., Prosperity Pictures, Shanghai Film Group, Time Antaeus Media Group","China, Hong Kong","Mandarin, Japanese, Cantonese","martial arts, kung fu, sports, foreigner, bravery, rice, katana, market, tragic hero, second sino-japanese war (1937-45), racism, sadist, master, wing chun, bayonet",['China'],China,China,2008,Ip Man,False,True,True,True,False,,,,,,,False,,,Ip Man,106,Goc,11715578,Goc,22108789,Goc
396371,Molly's Game,7.154,3432,Released,2017-12-07,59284015.0,140.0,False,/yvbXGWjg30sj7rohEZvSe90jSJC.jpg,30000000.0,http://mollysgame.movie/,tt4209788,en,Molly's Game,"Molly Bloom, a young skier and former Olympic hopeful becomes a successful entrepreneur (and a target of an FBI investigation) when she establishes a high-stakes, international poker game.",16.556,/in43bQ7k0ttr666IPP94IlbQbTR.jpg,Deal with her.,"Drama, Crime","The Mark Gordon Company, Entertainment One, STX Films, Pascal Pictures, Huayi Brothers Pictures","United States of America, China, Canada",English,"new york city, court, poker, gambling, bratva (russian mafia), olympic games, fbi, biography, arrest, based on true story, celebrity, trial, beating, lawyer, female protagonist, los angeles, california, courtroom, ice skating, snow skiing, card playing, employer employee relationship, courtroom drama, cleavage, high stakes, mob, father daughter relationship",['China'],China,China,2017,Molly's Game,False,True,True,True,False,,,,,,,False,,,Molly's Game,140,Goc,30000000,Goc,59284015,Goc
11423,Memories of Murder,8.066,3351,Released,2003-05-02,26000000.0,131.0,False,/2NArMoObkAbnIPvqlHC3gRGsfBb.jpg,2800000.0,http://www.memoriesofmurder.com/,tt0353969,ko,살인의 추억,"During the late 1980s, two detectives in a South Korean province attempt to solve the nation's first series of rape-and-murder cases.",29.117,/lp3Qzzq1zzy6ToJul9DGBBd8ua1.jpg,The worst of them will stay with you... forever.,"Crime, Drama, Thriller","CJ Entertainment, Muhan Investment, Sidus",South Korea,"Korean, English","assassin, rape, corruption, police, detective, investigation, victim, based on true story, based on play or musical, murder, serial killer, torture, brutality, killer, neo-noir, south korea",['South Korea'],South Korea,South Korea,2003,Memories of Murder,False,True,True,True,False,,,,,,,False,,,Memories of Murder,131,Goc,2800000,Goc,26000000,Goc
290098,The Handmaiden,8.246,3299,Released,2016-06-01,38600000.0,145.0,False,/3upEZ0ltY7WwOSFVXrtiP34D48p.jpg,8575000.0,,tt4016934,ko,아가씨,"In 1930s Korea, a swindler and a young woman pose as a Japanese count and a handmaiden to seduce a Japanese heiress and steal her fortune.",55.173,/8MnMGO3oALkaiavehLmsKwvBU8S.jpg,Never did they expect to get into a controversial relationship...,"Thriller, Drama, Romance","Moho Film, Yong Film, CJ Entertainment",South Korea,"Japanese, Korean","jealousy, based on novel or book, library, pickpocket, con man, swindler, lesbian relationship, mansion, lust, lgbt, noblewoman, con woman, 1930s, lady's maid, handmade, seducer, japanese occupation of korea, lesbian, girls love",['South Korea'],South Korea,South Korea,2016,The Handmaiden,False,True,True,True,False,,,,,,,False,,,The Handmaiden,145,Goc,8575000,Goc,38600000,Goc
458576,Monster Hunter,6.647,3023,Released,2020-12-03,42145959.0,104.0,False,/z8TvnEVRenMSTemxYZwLGqFofgF.jpg,60000000.0,https://www.monsterhunter.movie,tt6475714,en,Monster Hunter,"A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.",40.804,/1UCOF11QCw8kcqvce8LKOO6pimh.jpg,"Behind our world, there is another.","Action, Fantasy, Adventure","CAPCOM, Constantin Film, Impact Pictures, Tencent Pictures, TOHO","China, Germany, Japan, United Kingdom",English,"giant monster, female soldier, another dimension, bow and arrow, based on video game, swordswoman, dimensional travel, egotistical, antagonistic",['China'],China,China,2020,Monster Hunter,False,True,True,True,False,,,,,,,False,,,Monster Hunter,104,Goc,60000000,Goc,42145959,Goc
146,"Crouching Tiger, Hidden Dragon",7.409,2914,Released,2000-07-06,213525736.0,120.0,False,/ylZ06kRUF2JKkrCG2E3qn5D9w8L.jpg,17000000.0,,tt0190332,zh,卧虎藏龍,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",25.021,/iNDVBFNz4XyYzM9Lwip6atSTFqf.jpg,"A timeless story of strength, secrets and two warriors who would never surrender.","Adventure, Drama, Action, Romance","China Film Co-Production Corporation, Columbia Pictures Film Production Asia, Good Machine, Asia Union Film & Entertainment Ltd., United China Vision, Zoom Hunt International Productions Company Ltd., Columbia Pictures, Sony Pictures Classics, Edko Films, Ang Lee Productions","China, Hong Kong, Taiwan, United States of America",Mandarin,"martial arts, kung fu, based on novel or book, flying, taskmaster, sword, tiger, villainess, mountain, comb, fistfight, sword fight, thief, revenge, theft, historical, female martial artist, 18th century, wuxia, warrior, bamboo, tavern fight, action hero, qing dynasty",['China'],China,China,2000,"Crouching Tiger, Hidden Dragon",False,True,True,True,False,,,,,,,False,,,"Crouching Tiger, Hidden Dragon",120,Goc,17000000,Goc,213525736,Goc
516486,Greyhound,7.419,2571,Released,2020-07-10,,91.0,False,/xXBnM6uSTk6qqCf0SRZKXcga9Ba.jpg,50300000.0,https://tv.apple.com/movie/greyhound/umc.cmc.o5z5ztufuu3uv8lx7m0jcega,tt6048922,en,Greyhound,"A first-time captain leads a convoy of allied ships carrying thousands of soldiers across the treacherous waters of the “Black Pit” to the front lines of WW2. With no air cover protection for 5 days, the captain and his convoy must battle the surrounding enemy Nazi U-boats in order to give the allies a chance to win the war.",23.324,/kjMbDciooTbJPofVXgAoFjfX8Of.jpg,The only thing more dangerous than the front lines was the fight to get there.,"War, Action, Drama","Playtone, Bron Studios, FilmNation Entertainment, Sycamore Pictures, Zhengfu Pictures, Sony Pictures, Stage 6 Films","Canada, China, United States of America",English,"submarine, allies, atlantic ocean, world war ii, based on true story, convoy, battleship, naval warfare, naval battleship",['China'],China,China,2020,Greyhound,False,True,False,True,False,,,,,,,False,,,Greyhound,91,Goc,50300000,Goc,,Khong co
